Gene names	Protein IDs	Mock - 4 hr Rep 1	4 hr Rep 1	12 hr Rep 1	24 hr Rep 1	48 hr Rep 1	72 hr Rep 1	96 hr Rep 1	Mock - 96 hr Rep 1	Mock - 4 hr Rep 2	4 hr Rep 2	12 hr Rep 2	24 hr Rep 2	48 hr Rep 2	72 hr Rep 2	96 hr Rep 2	Mock - 96 hr Rep 2	Mock - 4 hr Rep 3	4 hr Rep 3	12 hr Rep 3	24 hr Rep 3	48 hr Rep 3	72 hr Rep 3	96 hr Rep 3	Mock - 96 hr Rep 3
PSME4	Q14997;Q14997-2;Q14997-3;Q14997-4	0.051346451	0.020568332	0.325929123	0.056955176	0.411729628	0.524225422	0.389245276	0.437027106	-0.195591854	-0.130094579	-0.117865614	-0.126281523	0.057417799	0.203609014	0.240575072	-0.050326567	-0.257496601	-0.425405167	-0.351384693	-0.318774758	-0.100138046	0.055456768	0.042905441	-0.174247626
EPC1	Q9H2F5;Q9H2F5-2;Q9H2F5-3	0.343492378	0.344410573	0.325150353	0.057691784	0.132075495	0.015284697	-0.103279232	0.038109783	0.243171631	0.186221513	0.080179978	0.05127525	0.075940088	-0.07860016	0.002436935	0.058190397	0.507125657	0.297809358	0.38710121	0.725589448	-0.060550102	0.665518924	-0.015944598	0.357190861
SYDE1	Q6ZW31;Q6ZW31-2	0.050149586	0.170401618	0.001826246	0.051916688	0.133929695	-0.007898346	-0.114983496	0.036647508	0.027910019	0.210225044	-0.019102673	-0.031859899	-0.020232778	-0.019821162	-0.10882845	-0.053961365	-0.053440675	0.025825222	-0.148437801	-0.186123883	-0.274822816	-0.227990198	-0.196366167	-0.094855479
RPL26;RPL26L1	P61254;Q9UNX3	-0.133006994	-0.274347805	-0.070427669	-0.080825353	-0.133446564	0.027619348	0.099602651	-0.04649121	-0.149946231	-0.195610029	0.016002738	0.035180666	0.030715295	0.163233283	0.089883434	0.102857067	-0.221274864	-0.220298773	-0.05415841	0.068449701	0.165254773	0.173856615	0.130746887	0.070551324
GNA12	Q03113;Q03113-3;Q03113-2	-0.120886467	-0.051724152	-0.119867723	-0.044047462	0.065862462	0.026573568	0.054980065	-0.080747532	-0.074550519	0.009444253	-0.049443237	-0.093790415	-0.062864019	0.115925259	0.136607835	-0.060504281	-0.0877194	-0.076741734	-0.076449904	-0.126456013	-0.147364315	-0.105127927	0.08943265	-0.058637014
COL6A2	P12110;P12110-3;P12110-2	0.116279768	0.130611097	0.222201483	0.120130792	0.218181581	0.154427665	0.022311674	0.030480251	0.13934514	0.095726576	0.022842806	0.013012533	0.099993584	0.128450786	0.154073462	-0.127151465	0.119326935	0.034533526	0.03443894	0.029227736	-0.10095692	0.035569453	0.061620792	-0.101129541
GTF2F2	P13984	-0.227791101	-0.196677241	0.110197284	-0.0100034	-0.259729487	0.401359697	0.550376641	0.173111068	-0.330570531	-0.420484184	-0.124094316	0.088446561	-0.139603961	0.111078277	0.244836118	-0.025198253	-0.345256621	-0.343356718	-0.100658948	0.106678043	-9.57E-04	0.338825971	0.27603578	-0.053538739
PPM1A	P35813;P35813-3;P35813-2	-0.178832649	-0.350802585	0.336907947	0.184170461	0.132317397	0.328167391	0.375247978	0.05531108	-0.004008851	-0.227704312	0.13985839	0.117903181	0.214647541	0.179370401	0.199953098	0.064969334	-0.390635502	-0.675712101	-0.244195597	0.226438954	-0.157890833	-0.095584994	-0.29557372	-0.225066744
TEAD4	Q15561;Q15561-3	0.037595389	0.057483042	-0.063135459	-0.060729009	0.072606958	-0.049489533	-0.066764625	0.037612756	0.010833512	0.083135609	-0.043689976	-0.079306344	-0.047408748	-0.06838663	-0.10130634	-0.018689469	0.007559139	0.05317952	-0.090499888	-0.035753573	-0.02717546	-0.014385581	-0.06948263	0.004876463
BLOC1S3	Q6QNY0	0.031899583	-0.042017245	0.117574589	0.145995346	0.106539902	-0.010369761	0.009868851	-0.084609266	0.169574249	-0.028860258	0.092482057	0.112219506	-0.03645916	-0.128202724	-0.06432734	-0.257640296	0.334292142	0.254104851	0.232695949	0.152608145	0.173879297	0.090279802	-0.053555572	-0.08769753
FAT1	Q14517	-0.118971463	-0.16985001	-0.234714737	-0.219783369	-0.173435436	0.251596869	0.142217889	0.111023511	-0.138419743	-0.177921695	-0.387928366	-0.219892219	-0.05199268	0.088135939	0.039475953	-0.060249773	-0.041004712	-0.106578586	-0.16994883	-0.047844742	0.105647882	0.227828686	0.237637871	0.026688543
ATRN	O75882;O75882-3;O75882-2	-0.239469144	-0.13998623	0.311816209	-0.025534435	-0.265773593	0.12189638	-0.021341158	-0.053553494	0.175485777	-0.13920463	0.224719761	0.07956586	0.101103272	0.184695538	0.135381837	0.079680642	-0.156678234	-0.140785841	0.168422467	-0.022755606	0.01061425	0.258175114	0.145889067	0.114839328
GCA	P28676	-0.003207322	0.081574728	0.150356566	0.140522188	0.090239333	0.124551903	0.017138528	-0.070117789	-0.078664961	-6.99E-04	0.100700831	-0.059845574	-0.020504457	0.09258684	0.03331467	-0.095395109	-0.124382283	-0.161220224	-0.032190375	-0.089141184	-0.058507182	-0.037533689	-0.092179406	-0.095990169
SLC20A2	Q08357	0.399944464	-0.023612228	-0.179763556	-0.079210457	0.01037779	-0.351533609	-0.467114486	-0.234710651	0.10490532	-0.03779499	0.052678269	0.012325651	-0.120658158	-0.28586436	-0.181660393	-0.13646102	0.257830458	0.073465429	-0.009037503	0.126143204	-0.083176246	-0.033496144	-0.168608218	-0.104255102
SCO2	O43819	-0.53602544	-0.442470766	-0.089015588	-0.018868984	-0.10213359	-0.07064345	-0.079496489	-0.018377956	-0.106180721	-0.362288254	0.057721565	0.080540092	0.00394524	0.023937701	-0.002561727	0.016447459	-0.185809741	-0.284740469	0.003016217	0.134090244	0.018487251	0.085265078	-0.044552757	0.007458065
CDS2	O95674	0.041703853	0.136227872	0.110573151	0.121961895	0.251197221	0.158281858	0.002219758	0.082403866	0.081001245	0.09668652	0.007425723	-0.003184441	0.048959224	0.062472893	0.075601618	-0.011866161	0.021066238	0.057363406	-0.097044258	-0.046721502	0.001053861	-0.006027953	-0.034232276	-0.034447257
STAMBP	O95630;O95630-2	0.223048605	7.72E-04	0.165862709	0.131309975	0.22158547	0.327000021	0.198186743	0.381834185	-0.382781363	-0.349900127	0.145789252	0.171900814	0.003973904	0.294139526	0.277990717	0.348084441	-0.498818928	-0.474748456	-0.089418885	-0.044262554	-0.266531186	0.079252695	0.2794685	-0.090333499
CYP20A1	Q6UW02;Q6UW02-2	0.055136422	0.044226389	0.021342847	-0.164736149	0.148360475	0.225992376	0.396833605	0.172794797	-0.013165672	0.09934532	-0.131208253	-0.191990986	-0.032215372	0.213114608	0.370733176	0.048297071	-0.202684209	-0.168924827	-0.3804831	-0.42120757	-0.290747562	0.005504664	0.205909263	-0.020200437
PLD3	Q8IV08	0.290929092	0.16588641	0.006153732	0.183610156	-0.028286054	-0.243920536	-0.467140057	-0.519657603	0.188513002	0.132282499	0.089653573	0.19263177	0.170447969	-0.156730488	-0.380045281	-0.361425974	0.24860131	0.222353318	0.170053042	0.223581366	-0.068886032	-0.247607955	-0.492562105	-0.500452404
BCAS2	O75934	-0.114609796	-0.220996385	0.15825187	0.013923446	-0.084713653	0.051158979	0.033526119	-2.09E-04	-0.043524249	-0.253945261	0.097167759	0.18228893	0.059629344	0.048366738	-0.034769272	-0.00364398	-0.165253487	-0.14485287	0.043425433	0.120867756	0.072657451	0.157049341	-0.037533879	-0.00580572
MOGS	Q13724;Q13724-2	0.961613278	-0.233512072	0.773776253	-0.002538776	0.834416206	-0.117346442	0.092033502	1.125509129	-0.093894714	0.235988093	0.267039749	0.242253326	0.109938668	0.230064829	0.101658184	-0.080656694	0.067361801	0.18375096	0.24669672	-0.016012226	-0.5328173	-0.07750521	-0.2245596	-0.436950193
RARB	P10826-2;P10826;P10826-3	0.067687387	-0.035011427	-0.002335724	-0.047223084	-0.037786452	0.08952372	0.002086785	0.039833426	0.068937777	0.006672859	-0.034606945	-0.051653293	-0.021776421	-0.00545485	-0.045744021	0.025870249	0.06763697	0.010019449	-0.003772498	-0.001972785	-0.047568809	0.032053894	-0.109873808	0.035876464
UNC13B	O14795;O14795-2	-0.049431405	0.035724631	0.111380616	0.05140178	0.108620773	0.088793349	0.073918455	0.137938856	0.00840758	-0.002404763	-0.063691088	-0.134231789	-0.01310546	-0.026228127	-0.010971901	-0.030504022	0.013532399	-0.080391073	0.041284513	-0.096747778	-0.06476497	-0.112449685	0.029588461	0.022652722
CWC27	Q6UX04;Q6UX04-2	-0.049085435	-0.145354758	0.012876969	0.068491529	-0.144161153	0.050393923	0.179230513	-0.04454354	-0.119457035	-0.215421405	-0.008157913	0.100615607	-0.0750293	0.08144468	0.133897282	0.046917942	-0.133063447	-0.201843276	0.012345708	0.137274658	-0.006381467	0.141188345	0.136049232	-0.038085432
C1GALT1C1	Q96EU7	-0.057786951	-0.026678112	-0.005455328	-0.030554344	-0.037382056	0.035649727	0.04490509	-0.020691289	-0.003203501	-0.076828617	0.012328463	-0.007427393	0.036944039	0.001773456	0.030166398	0.085873943	-0.089700928	-0.025259371	0.043251059	0.010456732	0.070267509	0.022789902	0.066546726	0.013452085
RAB32	Q13637;P57729	-0.12126245	-0.168071141	-0.017439165	-0.015076165	-2.01E-04	0.209174061	0.18472751	0.131267396	-0.163080601	-0.248130426	-0.061537972	-0.027303979	0.093206943	0.15343266	0.118226616	0.020285778	-0.172849467	-0.181277969	-0.028050028	0.005301039	0.07496933	0.118760171	0.080833892	-0.086206857
EIF5A;EIF5AL1	P63241;P63241-2;Q6IS14	0.008926651	-0.0165371	-0.062680499	-0.197928369	-0.176585888	0.018432505	0.104035187	0.230013099	0.004457642	-0.064925361	-0.18484568	-0.094744023	-0.177815023	-0.083730662	-0.060639715	0.178266843	0.116928858	0.08842844	-0.030627471	-0.041817587	-0.126712501	0.243236746	0.09939298	0.225061532
EIF2S2	P20042	0.076122631	0.092251749	0.050064899	0.042411825	0.261133308	0.237415638	0.102294468	0.137568517	0.016795973	0.023678682	-0.087092367	-0.126089829	-0.011678652	0.036403273	0.072086984	-0.038054086	-0.04235255	-0.007806347	-0.122035669	-0.162742377	-0.130723868	-0.077486657	-0.077726708	-0.01821566
TRIR	Q9BQ61	-0.07393607	-0.050091643	0.070477385	-0.081706393	-0.056087871	0.066840295	0.004217397	0.080622113	0.033637947	-0.107348834	-0.006703464	-0.003662887	0.057425838	0.009807156	-0.006434837	0.128577663	-0.02086378	0.015265836	0.087685427	0.088762138	0.02314361	0.128452107	-0.092523431	0.106709981
CCDC28A	Q8IWP9	-0.125776044	-0.088827736	0.0867471	0.018738171	-0.041563976	0.036318818	0.03942141	0.090690726	0.088947947	-0.069797978	0.088599943	0.193082488	0.049614415	0.044474128	0.052454823	0.101670583	-0.073123495	0.011461989	0.055145929	0.117658938	0.017551574	0.067660464	-0.031824689	0.071263207
OGFRL1	Q5TC84	-0.277770742	-0.309579737	-0.464636462	-0.132509331	-0.018666833	0.365081768	0.364200787	0.091218332	-0.24282353	-0.397425507	-0.478322596	-0.128916499	0.100988113	0.266866139	0.35041752	0.015637549	-0.512559904	-0.495461839	-0.422701224	-0.199378916	-0.046859979	0.060208207	0.442761437	-0.125086548
SF3A2	Q15428	-0.150783627	-0.388983349	-0.133195052	-0.007973546	0.074489873	0.143287519	-0.18010112	-0.131680626	-0.142104551	-0.203401119	-0.246107443	-0.293431076	0.046981432	0.036915103	0.231468545	-0.190413857	-0.19443519	-0.095854747	-0.056252955	-0.084037371	-0.072332025	0.30769113	0.353713211	0.052088456
CHML	P26374	-0.175533967	-0.364888287	-0.220619257	-0.280705156	-0.248695055	0.18459918	0.499434186	0.072811922	-0.275032573	-0.374576579	-0.238311329	-0.290247824	-0.095904675	0.236916461	0.337260678	0.150367845	-0.201970153	-0.185715494	-0.207668187	-0.029892325	0.151920288	0.442361927	0.516250394	0.096091323
NOL6	Q9H6R4;Q9H6R4-4;Q9H6R4-2;Q9H6R4-3	-0.18541903	-0.196045091	-0.256396933	0.167708386	0.260763975	0.190334493	0.067700587	-0.428564366	-0.101605619	-0.14043486	-0.227728429	0.009788797	0.180055312	0.235271817	0.179636765	-0.496796923	-0.060083763	-0.125675425	-0.236222984	0.025856837	0.062681906	0.106726046	0.10287096	-0.487936302
ITGB4	P16144;P16144-2;P16144-4;P16144-5	-0.394920548	-0.368521081	-0.207108901	0.32908055	0.246680381	0.193896526	0.00527439	-0.68822302	-0.183347276	-0.248057913	-0.113061748	0.287629031	0.184942813	0.215948396	0.087974581	-0.688386211	-0.231140307	-0.252131846	-0.150933192	0.348145682	0.253336166	0.145051859	0.181393916	-0.665069859
MRPL34	Q9BQ48	-0.359932979	-0.295561324	0.214343488	0.174891801	0.053901699	0.110827211	0.014897663	-0.19043175	-0.2540201	-0.334392973	0.096280816	0.173267527	0.097866527	0.153756369	-0.036948631	-0.23498472	-0.071503556	-0.133295043	0.238060466	0.239273151	0.129356988	0.084436924	0.245438452	-0.199537582
SAMD4B	Q5PRF9	0.190585791	0.193667032	0.09272462	0.161688379	0.240340386	0.113426738	-0.004890839	-0.0025509	0.097500646	0.086838095	0.043296926	-0.030886686	0.064594981	0.120118747	0.060354965	-0.089917872	0.10175755	0.046322246	-0.050493665	-0.125928861	-0.044970075	-0.030744898	0.01641171	-0.129601779
CSNK1D	P48730	-0.032654552	-0.071764278	-0.323128598	-0.273222312	-0.383042722	-0.021745457	0.251225964	0.113434631	-0.110843435	-0.071384913	-0.143244981	-0.121333421	-0.140903916	0.035090332	0.089461583	0.228275984	-0.032108402	-0.035428135	-0.143222	-0.132360258	-0.067394675	0.180272057	0.219769645	0.216353163
IQSEC1	Q6DN90;Q6DN90-2	-0.146056765	-0.097052355	-0.089664974	0.017646319	0.046101805	-0.180509534	-0.17003891	-0.059832254	-0.00684837	-0.167750484	-0.1552971	-0.133863961	-0.390052559	0.106212154	0.27099681	-0.319115059	-0.095810057	-0.163365721	0.04494229	-0.361861296	-0.252334463	0.028951032	0.142046224	0.086368819
PIK3CB	P42338	-0.339688372	-0.365892008	0.308007328	0.251513178	0.27439503	0.2665092	0.167999438	-0.022702896	-0.114309674	-0.297408921	0.151261978	0.011599466	0.17448496	0.21938116	0.299375389	-0.098061138	-0.135578593	-0.189645803	0.206890377	-0.131461593	-0.239776573	-0.05431238	-0.093327622	-0.29483881
WTAP	Q15007;Q15007-2	-0.017498095	-0.063676673	-0.038007965	-0.145510725	-0.16916191	0.115910279	0.074092763	0.153398169	-0.029826149	-0.152876025	-0.10039538	-0.095717655	0.011113757	-0.032003614	0.028224762	0.146546525	-0.105950308	-0.050521438	-0.042513403	-0.032633437	0.057411949	0.036431282	0.101667986	0.156112054
CLPP	Q16740	-0.016746706	-0.041581398	0.022612992	0.075427719	0.049689287	0.022572368	0.005464944	-0.168947371	-0.009600872	-0.093107689	0.036041458	0.096536674	0.036704556	0.00630173	-0.005757287	-0.104563452	-0.064041206	-0.007355545	0.068236085	0.134196765	0.089785561	0.047048097	0.026209826	-0.11659034
OPTN	Q96CV9;Q96CV9-2;Q96CV9-3	0.055681284	-0.204464448	0.215936509	0.231750522	0.040233628	0.025544979	-0.10520585	-0.196589142	0.139392274	-0.106213999	0.260638473	0.364335217	0.09638786	-0.087373169	-0.156585152	-0.276580852	0.090189955	-0.167349685	0.213449611	0.31052967	0.277499483	0.045575994	-0.171507376	-0.322036656
HAUS5	O94927;O94927-2	0.002030345	0.043264813	0.043971631	-0.002649301	-0.062970382	0.092432624	0.143949294	0.268629083	-0.062890777	-0.053795975	-0.054440604	-0.044142412	-0.011464401	-0.01889074	0.003671557	0.164800299	-0.109083197	-0.037668016	-0.013367073	0.030868707	0.051442301	0.048065939	0.009958363	0.091879882
MAML2	Q8IZL2	0.00474891	0.049504811	0.116257295	0.055530679	0.177211789	0.129891303	0.053968709	0.054624475	-0.028571456	0.038485889	0.047000375	-0.041158196	0.124998728	0.110426816	0.048343423	0.056275476	-0.037748215	-0.063092276	-0.028452573	-0.177638912	-0.043827592	-0.153898431	-0.008696948	-0.054730723
RPL4	P36578	-0.068789176	0.11010791	-0.066825767	0.039316257	0.162957146	-0.064139223	-0.235541538	-0.133248365	0.086430143	0.237174229	-0.100947581	-0.045743497	0.026757505	0.001504107	-0.080000073	-0.141670025	0.037179489	0.047678986	-0.176708742	-0.12214439	-0.116439428	-0.188511635	-0.208655009	-0.12656893
OXSR1	O95747	-0.162198644	-0.078826701	-0.202598218	-0.211243734	-0.264193802	-0.010672787	0.024765542	0.127046552	-0.078151042	-0.11600091	-0.108826189	-0.112252338	-0.111595174	-0.014909466	0.004073186	0.179756349	-0.04784694	-0.065808973	-0.016241287	0.0055757	-0.094890509	0.069904321	0.154778631	0.154937932
CRACD	Q6ZU35	-0.075925442	0.026820229	0.02432624	0.082973543	0.023509667	-0.047815272	-0.036434044	0.028866547	-0.130534907	-0.010629631	0.001424929	0.022243341	-0.024447706	-0.011628107	-0.095422364	0.02478188	-0.105986689	-0.091801494	0.014618509	-0.007950409	0.070775475	0.006886718	0.069261166	0.088676408
DNAJA3	Q96EY1;Q96EY1-2;Q96EY1-3	-0.017524898	-0.1742675	0.411004142	0.153586082	-0.312973631	0.101358759	0.048025847	-0.110065027	-0.094007542	-0.310382554	0.118478985	0.27125827	0.032538865	0.027037522	-0.04983883	-0.124181848	-0.04421893	-0.237091051	0.162509914	0.340971493	0.10268782	0.161482885	0.082385788	-0.185382199
WDR91	A4D1P6;A4D1P6-2;A4D1P6-3	-0.003623956	0.046553664	-0.162257011	0.025137368	-0.066204618	-0.133077509	-0.091678916	0.01368653	0.068286947	-0.067687062	-0.062384804	-0.004438879	-0.042778966	-0.1277247	-0.15343517	0.026025503	-0.055926861	0.061926376	-0.005345954	0.069628431	-0.009448301	0.003036365	-0.037924252	0.101784483
BRD7	Q9NPI1;Q9NPI1-2	-0.148268697	-0.089397687	-0.106367908	-0.170615999	-0.088449141	0.188748138	0.266314777	0.248663366	-0.209039459	-0.235329043	-0.179894657	-0.25626979	-0.228221249	-0.021760819	-0.206332196	-0.009395178	-0.114368905	0.081595296	-0.105493288	-0.084273685	-0.047186052	0.168508811	0.300698193	0.332238613
ALDH18A1	P54886	-0.044228697	0.066742944	-0.256175926	-0.087567717	-0.169446289	0.023064534	0.047433361	0.033523523	0.12641512	-0.053313571	0.13722468	0.019465063	0.015107958	0.11505862	0.006413222	0.146559911	-0.093195172	-0.071284766	0.109525155	0.066770541	0.069248068	0.057072512	0.025485832	0.133705125
ZNF106	Q9H2Y7;Q9H2Y7-2	0.022297864	-0.043830073	-0.154658525	-0.108534496	-0.270850002	-0.068026378	-0.04508802	0.052903976	0.046342941	-0.00529766	-0.061727581	0.066113679	-0.071793411	-0.025763877	-0.100550257	0.208199471	0.095843823	0.071362444	0.023089819	0.099316683	0.035663847	0.110387246	0.054240216	0.179039243
DYNC2H1	Q8NCM8;Q8NCM8-2;Q8NCM8-3	-0.14710279	-0.265217593	-0.017851242	0.139424931	0.307021611	0.149616952	0.104252456	-0.099873248	-0.159966164	-0.172048727	-0.1210719	0.056460522	0.157218813	0.083835703	0.12180597	-0.174146387	-0.122145854	-0.232705869	-0.05298387	0.08259427	0.146875517	0.012415049	0.085866612	-0.19627882
CUL1	Q13616	-0.026872229	-0.155553808	-2.26E-04	0.05146773	-0.183546805	0.219762325	0.259961096	0.207700755	-0.144355647	-0.104191001	-0.066923358	0.033058215	-0.063852559	0.142110641	0.184193106	0.211460185	-0.112278242	-0.143199502	0.010534582	-0.020749383	0.060315465	0.124216978	0.244559706	0.199561045
GAPDH	P04406;O14556	0.025865568	0.187348626	0.132085081	0.0620953	0.236849032	0.184738424	0.121181436	0.121509429	0.021359524	0.147806543	-0.044828365	-0.137741235	0.049727528	0.063167628	0.09999634	-0.046496198	-0.034098404	0.035145407	-0.055804237	-0.018248699	-0.002516509	0.0384929	-0.028220052	4.05E-04
TRMU	O75648;O75648-2;O75648-4;O75648-3;O75648-5	-0.198711787	-0.135851771	-0.372137215	-0.018387284	-0.034651656	-0.404591929	-0.230792736	-0.366429302	-0.101106295	-0.008138033	0.031746793	0.142330409	0.044061225	-0.146973905	-0.183054796	-0.043629177	-0.065541529	-0.04946057	0.003963809	0.098196724	0.030873801	-0.213032906	-0.027399096	-0.059689632
TLE3	Q04726;Q04726-2;Q04726-7;Q04726-5;Q04726-3;Q04726-6;Q04726-4	-0.045739994	0.005810335	0.450223194	0.298962406	0.331571495	0.041104423	-0.224942001	0.06159749	-0.069551095	-0.074509591	0.254743296	0.079200132	0.092302987	-0.022369239	-0.047275829	-0.070982461	-0.058020361	-0.111442261	0.189686259	0.069465739	0.099153054	-0.076145063	-0.180116514	-0.061463135
PXDN	Q92626;Q92626-2	-0.442692762	-0.371567277	-0.46608533	-0.01180766	0.30751656	0.150512894	-0.003198782	0.221515326	-0.51541329	-0.426535784	-0.52352168	-0.436099438	0.09897703	0.375563397	0.301510363	0.088086387	-0.358729541	-0.235431785	-0.529053117	-0.251090881	0.092490575	0.081594124	0.249255304	0.089946666
AMMECR1L	Q6DCA0	0.046016833	-0.052511282	0.153976721	0.012812534	0.068309741	-0.035841962	0.008255598	0.227251917	0.03243619	-0.035332745	-0.217879052	0.051922145	0.160694494	0.332916517	-0.257106209	0.445209326	-0.061926546	0.132405195	0.248375533	0.145194143	0.270880653	0.154109087	-0.088743196	0.556917624
SF3A3	Q12874	0.074930006	0.023800697	0.343587107	0.265035727	0.207133125	-0.00586097	0.00925286	-2.37E-04	7.81E-04	0.03521207	0.150571443	-0.005261498	0.088195541	0.015468745	0.107434051	-0.041882627	-0.015611741	-0.016063057	0.100974235	-0.056537043	-0.058210786	-0.079193211	-0.125350658	0.006143206
ACTR1A	P61163	0.015513217	-0.155032993	-0.307749989	-0.147960569	0.188625755	-0.023125387	-0.003054335	-0.194221634	0.125144384	0.085842475	-0.124193758	-0.003646497	0.175822551	0.268387676	0.159248197	-0.044529057	0.094796256	0.146097104	-0.161002223	-0.23632211	-0.145245551	-0.055034861	0.030521101	-0.05042813
PPT1	P50897;P50897-2	0.09143138	0.162033815	0.139635717	-0.089683474	0.044072123	0.210889291	0.205763553	0.411853977	0.020187264	0.035948555	-0.107457761	-0.164365629	-0.08433117	0.072244672	0.191338367	0.259949356	-0.046292506	-0.004520445	-0.199399836	-0.197104956	-0.301736629	0.056865836	-0.071226323	0.241196834
ENTR1	Q96C92-4;Q96C92;Q96C92-3;Q96C92-2	0.113986188	0.13904391	0.127068671	0.002350409	0.179594989	0.242924516	0.088370534	0.117727906	0.113394333	0.091427639	-0.104335812	-0.14530485	-0.070041089	0.094763958	0.107835714	-0.040071174	0.121174893	0.075126736	-0.113777673	-0.20093574	-0.15156216	-0.015791645	0.030356728	-0.022095995
SAP30BP	Q9UHR5;Q9UHR5-2	0.23987208	0.189487958	0.05358729	-0.051392613	0.059470318	-0.02714713	-0.168444829	-0.128522128	0.281010409	0.283504068	4.29E-04	-0.138542202	0.005593474	-0.068113168	-0.033190582	-0.161459551	0.172334445	0.175397963	-0.096050263	-0.190577764	-0.128018595	-0.168289034	-0.214507449	-0.205908562
EMSY	Q7Z589;Q7Z589-5;Q7Z589-7;Q7Z589-2;Q7Z589-6	0.231353085	0.235146	0.21094272	0.181814353	0.212729688	-0.021615762	-0.182265255	-0.067148611	0.232348247	0.194989625	0.134302022	0.162621826	0.072492087	-0.078599371	-0.123349105	-0.214221605	0.263634077	0.204626443	0.071562932	0.025065387	0.034438669	-0.105998454	-0.199250365	-0.107097903
QDPR	P09417;P09417-2	-0.016689567	-0.04520496	-0.155448415	-0.102179574	0.060192117	0.03224234	-0.057916528	-0.258601518	0.078863936	-0.092866579	-0.107068165	0.100359743	0.131113471	0.073197578	0.101639903	-0.221684686	0.153425076	-0.012930347	-0.047530743	0.183672624	0.201111772	0.095225471	0.099806324	-0.211683527
KCTD5	Q9NXV2	-0.206568251	-0.141224386	-0.103722605	0.007517093	0.221789514	0.069556386	0.054040187	6.38E-04	-0.091133217	-0.070834725	-0.075892686	0.043399169	0.11496926	0.094648408	0.049002976	-0.04940337	-0.099115603	-0.049354922	-0.04631965	4.14E-05	0.055701117	0.018077565	0.045121362	0.033167388
BPNT1	O95861;O95861-2;O95861-4	-0.281809859	-0.10350292	-0.13806057	-0.201447638	0.03751603	0.085518126	0.229190975	-0.042681525	-0.135280994	-0.109923948	-0.007201934	-0.139605952	-0.053716973	0.153096926	0.322641136	-0.06592255	-0.267235282	-0.16269959	-0.320642386	-0.188284446	-0.146806437	0.028208217	0.267968546	-0.173781856
HMGA2	P52926;P52926-3;P52926-6;P52926-4;P52926-5;P52926-2	0.007328695	-0.058345592	0.328801005	0.340432862	0.130603415	0.017249944	-0.183346933	-0.240388275	-0.030605031	-0.052090141	0.214749122	0.291482044	0.277032943	-0.015509381	-0.13667275	-0.240865158	0.096543844	-0.01919523	0.191472709	0.296414004	0.299951349	0.101924016	-0.124552619	-0.277398119
MIDEAS	Q6PJG2	-0.98316255	-1.126141665	-0.826073011	-0.845128174	-0.247522434	0.671711759	0.958950671	-0.738743867	-0.887755326	-0.962990605	-0.817709608	-0.690733317	-0.10216409	0.85778432	0.840259823	-0.637426348	-0.925133847	-1.010120151	-0.800717714	-0.772704317	0.67171529	0.857481714	0.931187328	-0.689530346
GTF2E1	P29083	-0.007188126	-0.133633247	-0.728315728	-0.408076077	-0.418254305	-0.012105066	0.268007721	0.129295901	0.307911189	-0.143428825	-0.607227353	-0.529211551	-0.283003274	-0.030420285	0.099760479	0.121309492	-0.14312158	-0.14673638	-0.379475657	-0.345101526	-0.411444717	0.324610626	-0.015660028	0.318129484
CEP290	O15078;O15078-2	-0.053210132	0.067037142	-0.114498222	-0.070342847	0.155559714	0.171226581	0.101477304	0.352887364	-0.03579187	-0.009937132	-0.197631007	-0.288844528	-0.032746643	0.09212391	0.134259956	0.243950902	-0.096130124	-0.048835814	-0.225977639	-0.277214411	-0.373030112	-0.056556264	-0.054677068	0.231603261
MTCH1	Q9NZJ7;Q9NZJ7-2	-0.278506979	-0.433012956	0.218347477	0.529451464	0.34042974	0.372174067	-0.075125258	-0.409533705	-0.251166047	-0.461512801	0.3590003	0.511401818	0.236805847	0.404845608	0.3006548	-0.435686373	-0.404521424	-0.534059676	0.248332084	0.366990757	0.110128207	-0.008033087	0.002871207	-0.816989092
DCAF13	Q9NV06;Q9NV06-2	0.087730226	0.069355616	0.095618677	0.154327851	0.01786779	-0.097588936	-0.145014101	-0.128664294	-0.027166429	0.010143789	0.143873451	0.185875246	0.123483294	-0.08571899	-0.201768144	-0.118356307	0.070980914	0.037987618	0.122937786	0.169294545	0.123330672	-0.093667846	-0.116257333	-0.135286012
UBE2D3;UBE2D2	P61077;P61077-3;P61077-2;P62837;P62837-2	-0.266711327	-0.187959005	-0.023006354	-0.165507008	-0.00492902	0.076224373	0.127676854	0.201058041	-0.097122906	-0.159943346	-0.037131079	-0.209698055	-0.008301686	0.084126711	0.126489471	0.176891059	-0.14348285	-0.083127049	0.024063747	-0.07874862	-0.0792909	0.012245163	0.08442053	0.12282417
LDHA	P00338-3;P00338;P00338-4;P00338-2;P00338-5;Q6ZMR3	-0.764611354	-0.843015086	-0.45473554	-0.625569705	-0.154125005	0.668756499	0.70908887	-0.602951208	-0.707677602	-0.856508994	-0.551972622	-0.545827739	0.032530634	0.60980019	0.592337991	-0.536511387	-0.689914271	-0.904990744	-0.443379241	-0.471694109	0.882641579	0.794358362	0.718588875	-0.688530324
